0.089960, 7479.0000000000, 2241.0000000000, 0.0000000000
0.097456, 7479.0000000000, 2241.0000000000, 0.0000000000
0.105652, 7479.0000000000, 2241.0000000000, 0.0000000000
0.113456, 7479.0000000000, 2241.0000000000, 0.0000000000
0.121625, 7479.0000000000, 2241.0000000000, 0.0000000000
0.129578, 7479.0000000000, 2241.0000000000, 0.0000000000
0.137608, 7479.0000000000, 2241.0000000000, 0.0000000000
0.145571, 7479.0000000000, 2241.0000000000, 0.0000000000
0.153576, 7479.0000000000, 2241.0000000000, 0.0000000000
0.161608, 7479.0000000000, 2241.0000000000, 0.0000000000
0.169616, 7479.0000000000, 2241.0000000000, 0.0000000000
0.177757, 7479.0000000000, 2241.0000000000, 0.0000000000
0.185569, 7479.0000000000, 2241.0000000000, 0.0000000000
0.193765, 7479.0000000000, 2241.0000000000, 0.0000000000
0.201620, 7479.0000000000, 2241.0000000000, 0.0000000000
0.209815, 7479.0000000000, 2241.0000000000, 0.0000000000
0.217814, 7479.0000000000, 2241.0000000000, 0.0000000000
0.225818, 7479.0000000000, 2241.0000000000, 0.0000000000
0.233962, 7479.0000000000, 2241.0000000000, 0.0000000000
0.241922, 7479.0000000000, 2241.0000000000, 0.0000000000
0.249884, 7479.0000000000, 2241.0000000000, 0.0000000000
0.257922, 7479.0000000000, 2241.0000000000, 0.0000000000
0.265922, 7479.0000000000, 2241.0000000000, 0.0000000000
0.273941, 7479.0000000000, 2241.0000000000, 0.0000000000
0.282061, 7479.0000000000, 2241.0000000000, 0.0000000000
0.290066, 7479.0000000000, 2241.0000000000, 0.0000000000
0.298052, 7479.0000000000, 2241.0000000000, 0.0000000000
0.306192, 7479.0000000000, 2241.0000000000, 0.0000000000
0.330209, 7479.0000000000, 2241.0000000000, 0.0000000000
0.338320, 7479.0000000000, 2241.0000000000, 0.0000000000
0.362207, 7479.0000000000, 2241.0000000000, 0.0000000000
0.370187, 7479.0000000000, 2241.0000000000, 0.0000000000
0.394319, 7479.0000000000, 2241.0000000000, 0.0000000000
0.402324, 7479.0000000000, 2241.0000000000, 0.0000000000
0.426323, 7479.0000000000, 2241.0000000000, 0.0000000000
0.434486, 7479.0000000000, 2241.0000000000, 0.0000000000
0.458326, 7479.0000000000, 2241.0000000000, 0.0000000000
0.466483, 7479.0000000000, 2241.0000000000, 0.0000000000
0.490485, 7479.0000000000, 2241.0000000000, 0.0000000000
0.498581, 7479.0000000000, 2241.0000000000, 0.0000000000
0.522789, 7479.0000000000, 2241.0000000000, 0.0000000000
0.530419, 7479.0000000000, 2241.0000000000, 0.0000000000
0.554765, 7479.0000000000, 2241.0000000000, 0.0000000000
0.562784, 7479.0000000000, 2241.0000000000, 0.0000000000
0.586733, 7479.0000000000, 2241.0000000000, 0.0000000000
0.595060, 7479.0000000000, 2241.0000000000, 0.0000000000
0.619063, 7479.0000000000, 2241.0000000000, 0.0000000000
0.627081, 7479.0000000000, 2241.0000000000, 0.0000000000
0.651093, 7479.0000000000, 2241.0000000000, 0.0000000000
0.658925, 7479.0000000000, 2241.0000000000, 0.0000000000
0.683070, 7479.0000000000, 2241.0000000000, 0.0000000000
0.691087, 7479.0000000000, 2241.0000000000, 0.0000000000
0.715200, 7479.0000000000, 2241.0000000000, 0.0000000000
0.723356, 7479.0000000000, 2241.0000000000, 0.0000000000
0.747355, 7479.0000000000, 2241.0000000000, 0.0000000000
0.755194, 7479.0000000000, 2241.0000000000, 0.0000000000
0.779349, 7479.0000000000, 2241.0000000000, 0.0000000000
0.787283, 7479.0000000000, 2241.0000000000, 0.0000000000
0.811671, 7479.0000000000, 2241.0000000000, 0.0000000000
0.819544, 7479.0000000000, 2241.0000000000, 0.0000000000
0.843513, 7479.0000000000, 2241.0000000000, 0.0000000000
0.851542, 7479.0000000000, 2241.0000000000, 0.0000000000
0.875669, 7479.0000000000, 2241.0000000000, 0.0000000000
0.883669, 7479.0000000000, 2241.0000000000, 0.0000000000
0.907966, 7479.0000000000, 2241.0000000000, 0.0000000000
0.915796, 7479.0000000000, 2241.0000000000, 0.0000000000
0.939788, 7479.0000000000, 2241.0000000000, 0.0000000000
0.947938, 7479.0000000000, 2241.0000000000, 0.0000000000
0.971953, 7479.0000000000, 2241.0000000000, 0.0000000000
0.979945, 7479.0000000000, 2241.0000000000, 0.0000000000
1.004086, 7479.0000000000, 2241.0000000000, 0.0000000000
1.012236, 7479.0000000000, 2241.0000000000, 0.0000000000
1.036200, 7479.0000000000, 2241.0000000000, 0.0000000000
1.044236, 7479.0000000000, 2241.0000000000, 0.0000000000
1.068241, 7479.0000000000, 2241.0000000000, 0.0000000000
1.076266, 7479.0000000000, 2241.0000000000, 0.0000000000
1.100354, 7479.0000000000, 2241.0000000000, 0.0000000000
1.108166, 7479.0000000000, 2241.0000000000, 0.0000000000
1.132390, 7479.0000000000, 2241.0000000000, 0.0000000000
1.140531, 7479.0000000000, 2241.0000000000, 0.0000000000
1.164381, 7479.0000000000, 2241.0000000000, 0.0000000000
1.172531, 7479.0000000000, 2241.0000000000, 0.0000000000
1.196531, 7479.0000000000, 2241.0000000000, 0.0000000000
