6, 0.628151, -9.82657, -0.227774, 0.160135, 0.714163, 0.337332, -0.0268071, 0.0149537, 0.0199844
10, 0.59699, -9.87291, -0.223062, 0.150143, 0.721093, 0.323125, -0.0225651, 0.0176506, 0.0173161
14, 0.689013, -9.90639, -0.243593, 0.150139, 0.720594, 0.322987, -0.0235428, 0.013123, 0.0113725
17, 0.578761, -9.91017, -0.277244, 0.158397, 0.705579, 0.331772, -0.0253283, -0.000956145, 0.0151418
21, 0.599027, -9.93242, -0.274006, 0.158449, 0.706012, 0.332948, -0.029492, 0.0113745, 0.0183884
25, 0.595311, -9.92126, -0.262995, 0.158631, 0.706225, 0.331408, -0.0377998, 0.0105589, 0.0277735
29, 0.602819, -9.94929, -0.330698, 0.152648, 0.71553, 0.327065, -0.032035, 0.0187739, 0.0398042
32, 0.59889, -9.90627, -0.215629, 0.152227, 0.715852, 0.326269, -0.0355962, 0.0159676, 0.0382011
36, 0.621, -9.89901, -0.261955, 0.156555, 0.708137, 0.330799, -0.0299678, 0.0346677, 0.0371617
40, 0.615389, -9.87664, -0.227183, 0.15589, 0.707324, 0.330098, -0.0315615, 0.0182792, 0.0301702
44, 0.624525, -9.85621, -0.218386, 0.156673, 0.708773, 0.330687, -0.0298311, 0.0246424, 0.0253688
48, 0.613485, -9.85803, -0.208945, 0.1547, 0.713777, 0.327157, -0.0203532, 0.0212194, 0.0194483
51, 0.604252, -9.84133, -0.205131, 0.153944, 0.712921, 0.327227, -0.0104524, 0.0205013, 0.0274347
55, 0.624406, -9.79688, -0.22417, 0.154474, 0.71123, 0.327489, -0.0323499, 0.0215819, 0.0232375
59, 0.541735, -9.81175, -0.243863, 0.153324, 0.710156, 0.327273, -0.0296411, 0.0296545, 0.0321189
63, 0.654025, -9.85826, -0.275829, 0.153948, 0.712034, 0.327213, -0.0345125, 0.0268054, 0.0301924
66, 0.587751, -9.84142, -0.237607, 0.154801, 0.710239, 0.328917, -0.037222, 0.0356653, 0.0291957
70, 0.598703, -9.81725, -0.217906, 0.156942, 0.708489, 0.330957, -0.0428376, 0.0231452, 0.0222233
74, 0.561919, -9.80613, -0.22431, 0.154882, 0.711051, 0.328029, -0.0411986, 0.0189748, 0.0235632
78, 0.628209, -9.86546, -0.209294, 0.154327, 0.711642, 0.327099, -0.0383896, 0.0303025, 0.0259483
81, 0.624306, -9.80035, -0.147359, 0.154156, 0.711413, 0.328899, -0.0378266, 0.0305122, 0.0278214
85, 0.620803, -9.82658, -0.231238, 0.155722, 0.7094, 0.329475, -0.0361903, 0.0372414, 0.0192901
89, 0.63382, -9.87675, -0.260577, 0.15527, 0.70985, 0.330752, -0.0451989, 0.0282945, 0.0227602
93, 0.63203, -9.88978, -0.275091, 0.155263, 0.710279, 0.327909, -0.0406066, 0.0220569, 0.0237942
96, 0.59342, -9.89899, -0.259402, 0.155841, 0.708776, 0.329213, -0.027979, 0.0327447, 0.0147122
100, 0.591423, -9.8248, -0.259728, 0.154567, 0.710726, 0.329429, -0.0391594, 0.0312871, 0.0278548
104, 0.609792, -9.80262, -0.282264, 0.155175, 0.709475, 0.328667, -0.0516355, 0.0217532, 0.0420315
108, 0.613501, -9.82485, -0.271278, 0.154714, 0.710314, 0.32982, -0.0325067, 0.0214888, 0.0264526
111, 0.620912, -9.84344, -0.284177, 0.155067, 0.710336, 0.329193, -0.0355862, 0.0317361, 0.0302324
115, 0.576622, -9.76183, -0.288914, 0.154319, 0.710477, 0.32954, -0.0321097, 0.0325001, 0.022505
119, 0.572953, -9.77292, -0.277791, 0.15427, 0.71067, 0.328504, -0.0284964, 0.0313712, 0.0350501
123, 0.6228, -9.85093, -0.307957, 0.155373, 0.710003, 0.330242, -0.0296674, 0.0281079, 0.0307343
127, 0.624583, -9.85819, -0.256773, 0.156347, 0.711023, 0.329411, -0.0242378, 0.0213282, 0.0328251
130, 0.602442, -9.84877, -0.214187, 0.15625, 0.708343, 0.329748, -0.0284776, 0.00361105, 0.0269155
134, 0.622595, -9.79879, -0.240568, 0.156104, 0.70976, 0.329504, -0.0277239, 0.049575, 0.0238436
138, 0.624459, -9.80992, -0.242389, 0.155819, 0.710821, 0.328987, -0.0328948, 0.0330156, 0.0222059
142, 0.602361, -9.80983, -0.216212, 0.15582, 0.710694, 0.328985, -0.0347599, 0.0306709, 0.0227499
145, 0.628215, -9.84702, -0.242298, 0.154305, 0.709488, 0.329134, -0.0410692, 0.0300149, 0.026497
149, 0.62448, -9.82658, -0.231334, 0.155221, 0.711176, 0.329865, -0.0380261, 0.0283667, 0.0211384
153, 0.624468, -9.81179, -0.246036, 0.155031, 0.710513, 0.328417, -0.0385171, 0.0241635, 0.0318215
157, 0.642826, -9.79881, -0.246585, 0.15622, 0.710903, 0.329401, -0.0373961, 0.0243625, 0.02486
160, 0.620739, -9.81351, -0.205706, 0.154392, 0.710418, 0.328377, -0.0296601, 0.0190023, 0.0232182
164, 0.585855, -9.81176, -0.241365, 0.155503, 0.709363, 0.330239, -0.0242222, 0.0197326, 0.0168087
168, 0.666808, -9.83962, -0.24335, 0.15438, 0.710435, 0.328118, -0.0256331, 0.0221243, 0.0226534
172, 0.650328, -9.87298, -0.23909, 0.155683, 0.710083, 0.328707, -0.035973, 0.0220006, 0.034991
175, 0.657752, -9.89529, -0.255626, 0.154547, 0.711131, 0.329046, -0.0421442, 0.0240573, 0.0259275
178, 0.642979, -9.85638, -0.268235, 0.156508, 0.710342, 0.330056, -0.0513701, 0.0266991, 0.0233105
182, 0.637442, -9.85079, -0.260805, 0.154218, 0.711076, 0.330192, -0.0408836, 0.0163248, 0.0157591
186, 0.624457, -9.80622, -0.246064, 0.156183, 0.711206, 0.328627, -0.041584, 0.013868, 0.0200414
189, 0.613538, -9.86369, -0.238171, 0.157532, 0.70865, 0.329959, -0.0374127, 0.0301314, 0.014195
193, 0.642963, -9.84896, -0.268273, 0.154479, 0.708536, 0.330035, -0.0358399, 0.0257423, 0.0221821
197, 0.622707, -9.83226, -0.269654, 0.154673, 0.708859, 0.328756, -0.0381062, 0.0318215, 0.0270334
201, 0.609853, -9.82676, -0.289456, 0.155479, 0.710782, 0.329873, -0.0368625, 0.0243881, 0.0243428
205, 0.54916, -9.82114, -0.280577, 0.15427, 0.710543, 0.328502, -0.0474906, 0.0317983, 0.0276457
208, 0.646626, -9.84708, -0.261065, 0.154801, 0.710239, 0.328917, -0.039089, 0.039257, 0.0206295
212, 0.624598, -9.85822, -0.267743, 0.156212, 0.710159, 0.329129, -0.0327262, 0.0302846, 0.0270048
216, 0.609801, -9.82848, -0.249222, 0.155199, 0.710702, 0.329337, -0.0263598, 0.0233575, 0.0253662
220, 0.591348, -9.81356, -0.223217, 0.153252, 0.711094, 0.32858, -0.0289567, 0.0175506, 0.0200218
223, 0.585919, -9.84697, -0.233874, 0.155914, 0.708677, 0.33077, -0.0365697, 0.0181565, 0.0163101
227, 0.602402, -9.80254, -0.256474, 0.156127, 0.709854, 0.330025, -0.0366801, 0.0218731, 0.0307528
232, 0.635558, -9.83223, -0.257193, 0.155074, 0.710201, 0.329321, -0.0393232, 0.0223508, 0.0315442
235, 0.617074, -9.80616, -0.225759, 0.156466, 0.70914, 0.328997, -0.0403714, 0.0303671, 0.0323848
238, 0.613436, -9.81732, -0.236576, 0.154882, 0.709791, 0.327878, -0.028063, 0.015917, 0.0403152
242, 0.606122, -9.83217, -0.241793, 0.153529, 0.711555, 0.329123, -0.0305894, 0.0214695, 0.0275151
246, 0.628205, -9.83961, -0.245992, 0.155855, 0.709638, 0.329617, -0.0467963, 0.0150137, 0.0157819
250, 0.617246, -9.87115, -0.2492, 0.1533, 0.711155, 0.329621, -0.0456969, 0.0132026, 0.0248626
253, 0.606246, -9.8952, -0.234162, 0.151637, 0.711914, 0.326814, -0.0350151, 0.0164236, 0.0224298
257, 0.628276, -9.86561, -0.256832, 0.156063, 0.709565, 0.328592, -0.036282, 0.0173597, 0.0253705
261, 0.639105, -9.75442, -0.28328, 0.155419, 0.710611, 0.328571, -0.0340083, 0.0202806, 0.0138869
265, 0.626321, -9.80259, -0.2699, 0.155349, 0.711169, 0.329872, -0.0327099, 0.0154328, 0.0205497
268, 0.64287, -9.8026, -0.272163, 0.153793, 0.711154, 0.329261, -0.0277112, 0.0168428, 0.0258722
272, 0.642915, -9.83593, -0.253711, 0.155468, 0.710545, 0.329609, -0.0319841, 0.0160452, 0.0173272
276, 0.637472, -9.85086, -0.282746, 0.155723, 0.710532, 0.329624, -0.036012, 0.0189016, 0.0256405
280, 0.652201, -9.8546, -0.292255, 0.155347, 0.71029, 0.329727, -0.0372886, 0.0149314, 0.0192106
284, 0.630142, -9.86198, -0.282496, 0.155845, 0.710534, 0.329502, -0.0432558, 0.0297817, 0.0163487
287, 0.613588, -9.87303, -0.260065, 0.15781, 0.707598, 0.330346, -0.0388572, 0.0284145, 0.0195416
291, 0.630091, -9.86187, -0.245928, 0.155293, 0.710238, 0.328557, -0.0339244, 0.0358594, 0.0312973
295, 0.624457, -9.83022, -0.209375, 0.153438, 0.710126, 0.329741, -0.0271651, 0.0272628, 0.0424749
299, 0.690685, -9.8285, -0.244034, 0.154789, 0.710129, 0.328655, -0.0226921, 0.0260186, 0.0135551
302, 0.624515, -9.8322, -0.247762, 0.155308, 0.710974, 0.328959, -0.0411881, 0.030113, 0.0142071
306, 0.605977, -9.81708, -0.161419, 0.156579, 0.709657, 0.328753, -0.0287244, 0.0256452, 0.0269808
310, 0.622685, -9.83037, -0.256865, 0.155835, 0.71017, 0.329236, -0.0414783, 0.0182007, 0.0315467
314, 0.598697, -9.80616, -0.230761, 0.155861, 0.709757, 0.329749, -0.0340677, 0.0263697, 0.0280835
317, 0.578469, -9.82091, -0.204557, 0.157221, 0.708697, 0.331496, -0.0207139, 0.0298697, 0.0253796
321, 0.593189, -9.80987, -0.230597, 0.155463, 0.7103, 0.329475, -0.0165965, 0.0271919, 0.0373792
325, 0.606069, -9.82651, -0.212567, 0.155579, 0.711443, 0.329372, -0.0384161, 0.0173435, 0.0438331
329, 0.615346, -9.84701, -0.24196, 0.155649, 0.709752, 0.327922, -0.0413739, 0.0207124, 0.0344949
332, 0.609797, -9.84324, -0.22355, 0.155849, 0.709647, 0.329487, -0.0323358, 0.0356309, 0.0395877
336, 0.562044, -9.83594, -0.268041, 0.155058, 0.709719, 0.328923, -0.029171, 0.0427152, 0.0463114
340, 0.606123, -9.81002, -0.276645, 0.154459, 0.711587, 0.329956, -0.023654, 0.0259348, 0.0349929
344, 0.583936, -9.7599, -0.263519, 0.153938, 0.712509, 0.329811, -0.0372224, 0.0270378, 0.0136805
347, 0.587763, -9.80269, -0.305454, 0.154921, 0.710494, 0.328799, -0.0322665, 0.0168226, 0.0088169
351, 0.550968, -9.82107, -0.258684, 0.15254, 0.712739, 0.327141, -0.0378415, 0.00691018, 0.0109592
355, 0.600792, -9.87873, -0.30358, 0.155334, 0.710433, 0.32947, -0.0427427, 0.0181454, 0.0246131
359, 0.632049, -9.89167, -0.286052, 0.154728, 0.711598, 0.327511, -0.031428, 0.0160713, 0.0344339
363, 0.667, -9.89727, -0.292426, 0.154258, 0.711819, 0.328393, -0.0271836, 0.0111846, 0.0242272
366, 0.635566, -9.83225, -0.262679, 0.157135, 0.710326, 0.329834, -0.0429621, 0.0219603, 0.0267458
370, 0.631811, -9.81361, -0.23525, 0.155343, 0.711177, 0.329742, -0.0379732, 0.0197393, 0.0235149
374, 0.613442, -9.82841, -0.223721, 0.155402, 0.711642, 0.328329, -0.037041, 0.0232552, 0.00107838
378, 0.628197, -9.8359, -0.246011, 0.155593, 0.711046, 0.329625, -0.0315256, 0.0210652, 0.0232285
381, 0.602498, -9.8692, -0.223226, 0.155893, 0.709209, 0.330389, -0.0218465, 0.0190349, 0.0231952
385, 0.617157, -9.83034, -0.247578, 0.156133, 0.709973, 0.330157, -0.0141293, 0.0216887, 0.0215697
389, 0.622663, -9.82478, -0.249579, 0.154829, 0.710578, 0.329572, -0.0146901, 0.00172002, 0.0305955
393, 0.659314, -9.78946, -0.21964, 0.15622, 0.70977, 0.329252, -0.0206747, -0.000588702, 0.0287202
396, 0.65, -9.74304, -0.203177, 0.155527, 0.711137, 0.328198, -0.024143, 0.006888, 0.0298338
400, 0.624346, -9.80228, -0.172947, 0.155139, 0.710784, 0.328039, -0.0413749, 0.0199098, 0.0264676
404, 0.609683, -9.78392, -0.232991, 0.15392, 0.709888, 0.329118, -0.0407207, 0.0309445, 0.0214367
408, 0.606064, -9.80989, -0.234592, 0.154974, 0.709541, 0.329822, -0.0279907, 0.0238775, 0.0162891
411, 0.602478, -9.86916, -0.208599, 0.156429, 0.708896, 0.330934, -0.0217288, 0.0145007, 0.0098155
415, 0.650403, -9.93591, -0.196719, 0.155998, 0.7115, 0.330175, -0.0330006, 0.0139672, 0.00875101
419, 0.659608, -9.88795, -0.279481, 0.154678, 0.711623, 0.329192, -0.0462151, 0.0245857, 0.00723655
423, 0.624416, -9.7766, -0.262669, 0.155997, 0.709235, 0.329878, -0.0456577, 0.0253037, 0.0184928
